day,month,year,hour,minute,place
1,08,14,07,31,גן יבנה
1,08,14,07,31,חצב
1,08,14,07,31,חצור אשדוד
1,08,14,07,31,כנות
1,08,14,07,31,נווה מבטח
1,08,14,07,31,ניצן
1,08,14,07,31,ניצן ב'
1,08,14,07,31,ניצנים
1,08,14,07,31,אמונים
1,08,14,07,31,בית עזרא
1,08,14,07,31,גבעתי
1,08,14,07,31,עזר
1,08,14,07,31,עזריקם
1,08,14,07,31,שדה עוזיהו
1,08,14,07,31,שתולים
1,08,14,07,31,עד הלום
1,08,14,07,31,ניצן
1,08,14,07,31,ניצן ב'
1,08,14,07,31,ניצנים
1,08,14,07,31,אשדוד
1,08,14,07,31,בני דרום
1,08,14,07,31,נווה הרצוג
1,08,14,07,31,ניר גלים
1,08,14,07,31,אשדוד
1,08,14,07,31,בני דרום
1,08,14,07,31,נווה הרצוג
1,08,14,07,31,ניר גלים
1,08,14,07,31,עד הלום
1,08,14,07,31,ביצרון
1,08,14,07,31,בני עי"ש
1,08,14,07,31,גן הדרום
1,08,14,07,31,גן יבנה
1,08,14,07,31,חצב
1,08,14,07,31,חצור אשדוד
1,08,14,07,31,כנות
1,08,14,07,31,נווה מבטח
1,08,14,07,31,ניצן
1,08,14,07,31,ניצן ב'
1,08,14,07,31,ניצנים
1,08,14,07,31,אשדוד
1,08,14,07,31,בני דרום
1,08,14,07,31,נווה הרצוג
1,08,14,07,31,ניר גלים
1,08,14,07,31,עד הלום
1,08,14,07,31,ביצרון
1,08,14,07,31,בני עי"ש
1,08,14,07,31,גן הדרום
1,08,14,07,31,גן יבנה
1,08,14,07,31,חצב
1,08,14,07,31,חצור אשדוד
1,08,14,07,31,כנות
1,08,14,07,31,נווה מבטח
1,08,14,07,31,אמונים
1,08,14,07,31,בית עזרא
1,08,14,07,31,גבעתי
1,08,14,07,31,עזר
1,08,14,07,31,עזריקם
1,08,14,07,31,שדה עוזיהו
1,08,14,07,31,שתולים
1,08,14,07,31,ניצן
1,08,14,07,31,ניצן ב'
1,08,14,07,31,ניצנים
1,08,14,07,30,בית עזרא
1,08,14,07,30,גבעתי
1,08,14,07,30,עזר
1,08,14,07,30,עזריקם
1,08,14,07,30,שדה עוזיהו
1,08,14,07,30,שתולים
1,08,14,07,30,אשדוד
1,08,14,07,30,בני דרום
1,08,14,07,30,נווה הרצוג
1,08,14,07,30,ניר גלים
1,08,14,07,30,עד הלום
1,08,14,07,30,ביצרון
1,08,14,07,30,בני עי"ש
1,08,14,07,30,גן הדרום
1,08,14,07,30,גן יבנה
1,08,14,07,30,חצב
1,08,14,07,30,חצור אשדוד
1,08,14,07,30,כנות
1,08,14,07,30,נווה מבטח
1,08,14,07,30,אמונים
1,08,14,06,52,חצרים
1,08,14,06,52,אופקים
1,08,14,06,52,מסלול
1,08,14,06,52,פדויים
1,08,14,06,52,רנן
1,08,14,06,52,חצרים
1,08,14,06,52,אורים
1,08,14,06,52,פטיש
1,08,14,06,52,חצרים
1,08,14,06,51,אופקים
1,08,14,06,51,מסלול
1,08,14,06,51,פדויים
1,08,14,06,51,רנן
1,08,14,06,51,חצרים
1,08,14,06,46,נחל עוז
1,08,14,06,46,עלומים
1,08,14,05,02,כיסופים
1,08,14,03,31,כרם שלום
1,08,14,03,30,כרם שלום
1,08,14,01,03,גני הדר
1,08,14,01,03,גני יוחנן
1,08,14,01,03,חולדה
1,08,14,01,03,יד רמב"ם
1,08,14,01,03,יסודות
1,08,14,01,03,יציץ
1,08,14,01,03,כפר ביל"ו
1,08,14,01,03,כפר בן נון
1,08,14,01,03,כפר שמואל
1,08,14,01,03,כרמי יוסף
1,08,14,01,03,מזכרת בתיה
1,08,14,01,03,מרכז קניות ביל"ו
1,08,14,01,03,משמר איילון
1,08,14,01,03,משמר דוד
1,08,14,01,03,נען
1,08,14,01,03,נצר חזני
1,08,14,01,03,סתריה
1,08,14,01,03,עזריה
1,08,14,01,03,פדיה
1,08,14,01,03,פתחיה
1,08,14,01,03,קרית עקרון
1,08,14,01,03,רמות מאיר
1,08,14,01,03,אירוס
1,08,14,01,03,גבעת ברנר
1,08,14,01,03,גיבתון
1,08,14,01,03,גן שלמה
1,08,14,01,03,נצר סרני
1,08,14,01,03,רחובות
1,08,14,01,03,בית חנן
1,08,14,01,03,בית עובד
1,08,14,01,03,נס ציונה
1,08,14,01,03,עיינות
1,08,14,01,03,בית חשמונאי
1,08,14,01,03,בית עוזיאל
1,08,14,01,03,גזר
1,08,14,01,03,מרכז קניות ביל"ו
1,08,14,01,03,משמר איילון
1,08,14,01,03,משמר דוד
1,08,14,01,03,נען
1,08,14,01,03,נצר חזני
1,08,14,01,03,סתריה
1,08,14,01,03,עזריה
1,08,14,01,03,פדיה
1,08,14,01,03,פתחיה
1,08,14,01,03,קרית עקרון
1,08,14,01,03,רמות מאיר
1,08,14,01,03,גבעת ברנר
1,08,14,01,03,גיבתון
1,08,14,01,03,גן שלמה
1,08,14,01,03,נצר סרני
1,08,14,01,03,רחובות
1,08,14,01,03,באר יעקב
1,08,14,01,03,ישרש
1,08,14,01,03,מצליח
1,08,14,01,03,צריפין
1,08,14,01,03,רמלה
1,08,14,01,03,אחיסמך
1,08,14,01,03,בן שמן
1,08,14,01,03,בן שמן כפר נוער
1,08,14,01,03,גינתון
1,08,14,01,03,כרם בן שמן
1,08,14,01,03,לוד
1,08,14,01,03,ניר צבי
1,08,14,01,03,בית חנן
1,08,14,01,03,בית עובד
1,08,14,01,03,נס ציונה
1,08,14,01,03,עיינות
1,08,14,01,03,בית חשמונאי
1,08,14,01,03,בית עוזיאל
1,08,14,01,03,גזר
1,08,14,01,03,גני הדר
1,08,14,01,03,גני יוחנן
1,08,14,01,03,חולדה
1,08,14,01,03,יד רמב"ם
1,08,14,01,03,יסודות
1,08,14,01,03,יציץ
1,08,14,01,03,כפר ביל"ו
1,08,14,01,03,כפר בן נון
1,08,14,01,03,כפר שמואל
1,08,14,01,03,כרמי יוסף
1,08,14,01,03,מזכרת בתיה
1,08,14,01,03,אירוס
1,08,14,01,02,ישרש
1,08,14,01,02,מצליח
1,08,14,01,02,צריפין
1,08,14,01,02,רמלה
1,08,14,01,02,אחיסמך
1,08,14,01,02,בן שמן
1,08,14,01,02,בן שמן כפר נוער
1,08,14,01,02,גינתון
1,08,14,01,02,כרם בן שמן
1,08,14,01,02,לוד
1,08,14,01,02,ניר צבי
1,08,14,01,02,באר יעקב
1,08,14,00,33,כרמיה
1,08,14,00,33,יד מרדכי
1,08,14,00,33,נתיב העשרה
1,08,14,00,33,זיקים
31,07,14,22,17,כפר עזה
31,07,14,22,17,סעד
31,07,14,21,29,תלמי יפה
31,07,14,21,29,זיקים
31,07,14,21,29,כרמיה
31,07,14,21,29,בית שיקמה
31,07,14,21,29,בת הדר
31,07,14,21,29,גיאה
31,07,14,21,29,מבקיעים
31,07,14,21,29,תלמי יפה
31,07,14,21,29,זיקים
31,07,14,21,29,כרמיה
31,07,14,21,29,בית שיקמה
31,07,14,21,29,בת הדר
31,07,14,21,29,גיאה
31,07,14,21,29,מבקיעים
31,07,14,21,29,א.ת אשקלון
31,07,14,21,29,באר גנים
31,07,14,21,29,אשקלון
31,07,14,21,28,אשקלון
31,07,14,21,28,באר גנים
31,07,14,21,28,א.ת אשקלון
31,07,14,21,28,בית שיקמה
31,07,14,21,28,בת הדר
31,07,14,21,28,גיאה
31,07,14,21,28,מבקיעים
31,07,14,21,28,תלמי יפה
31,07,14,21,28,זיקים
31,07,14,21,28,כרמיה
31,07,14,21,28,א.ת אשקלון
31,07,14,21,28,אשקלון
31,07,14,21,28,באר גנים
31,07,14,21,28,יד מרדכי
31,07,14,21,28,נתיב העשרה
31,07,14,21,28,א.ת אשקלון
31,07,14,21,28,כרמיה
31,07,14,21,28,זיקים
31,07,14,21,28,יד מרדכי
31,07,14,21,28,נתיב העשרה
31,07,14,21,11,גבעתי
31,07,14,21,11,עזר
31,07,14,21,11,עזריקם
31,07,14,21,11,שדה עוזיהו
31,07,14,21,11,שתולים
31,07,14,21,11,אמונים
31,07,14,21,11,בית עזרא
31,07,14,21,11,בית עזרא
31,07,14,21,11,גבעתי
31,07,14,21,11,עזר
31,07,14,21,11,עזריקם
31,07,14,21,11,שדה עוזיהו
31,07,14,21,11,שתולים
31,07,14,21,11,עד הלום
31,07,14,21,11,ניצן
31,07,14,21,11,ניצן ב'
31,07,14,21,11,ניצנים
31,07,14,21,11,אמונים
31,07,14,21,11,ניר גלים
31,07,14,21,11,נווה הרצוג
31,07,14,21,11,אשדוד
31,07,14,21,11,בני דרום
31,07,14,21,10,ניצן ב'
31,07,14,21,10,ניצנים
31,07,14,21,10,ניר גלים
31,07,14,21,10,עד הלום
31,07,14,21,10,ניצן
31,07,14,21,10,אשדוד
31,07,14,21,10,בני דרום
31,07,14,21,10,נווה הרצוג
31,07,14,21,04,כרם שלום
31,07,14,21,03,כרם שלום
31,07,14,21,02,כרם שלום
31,07,14,20,45,כרם שלום
31,07,14,20,42,כרם שלום
31,07,14,20,42,חולית
31,07,14,20,42,ניר יצחק
31,07,14,20,42,סופה
31,07,14,19,46,אבשלום
31,07,14,19,46,בני נצרים
31,07,14,19,46,דקל
31,07,14,19,46,יבול
31,07,14,19,46,יתד
31,07,14,19,46,נווה
31,07,14,19,46,פרי גן
31,07,14,19,46,שדי אברהם
31,07,14,19,46,שלומית
31,07,14,19,46,תלמי יוסף
31,07,14,19,46,שדי אברהם
31,07,14,19,46,שלומית
31,07,14,19,46,תלמי יוסף
31,07,14,19,45,חולית
31,07,14,19,45,ניר יצחק
31,07,14,19,45,סופה
31,07,14,19,45,אבשלום
31,07,14,19,45,בני נצרים
31,07,14,19,45,דקל
31,07,14,19,45,יבול
31,07,14,19,45,יתד
31,07,14,19,45,נווה
31,07,14,19,45,פרי גן
31,07,14,19,29,נתיב העשרה
31,07,14,19,29,יד מרדכי
31,07,14,19,25,זמרת
31,07,14,19,25,חוות יזרעם
31,07,14,19,25,כפר מימון
31,07,14,19,25,שובה
31,07,14,19,25,שוקדה
31,07,14,19,25,תושיה
31,07,14,19,25,תקומה
31,07,14,19,25,כפר עזה
31,07,14,19,25,סעד
31,07,14,19,21,יד מרדכי
31,07,14,19,21,נתיב העשרה
31,07,14,19,02,כרם שלום
31,07,14,18,54,יד מרדכי
31,07,14,18,54,נתיב העשרה
31,07,14,18,54,זיקים
31,07,14,18,54,כרמיה
31,07,14,18,53,יד מרדכי
31,07,14,18,53,נתיב העשרה
31,07,14,18,53,זיקים
31,07,14,18,53,כרמיה
31,07,14,18,12,דקל
31,07,14,18,12,יבול
31,07,14,18,12,יתד
31,07,14,18,12,נווה
31,07,14,18,12,פרי גן
31,07,14,18,12,שדי אברהם
31,07,14,18,12,שלומית
31,07,14,18,12,תלמי יוסף
31,07,14,18,12,אבשלום
31,07,14,18,12,בני נצרים
31,07,14,18,11,אבשלום
31,07,14,18,11,בני נצרים
31,07,14,18,11,דקל
31,07,14,18,11,יבול
31,07,14,18,11,יתד
31,07,14,18,11,נווה
31,07,14,18,11,פרי גן
31,07,14,18,11,שדי אברהם
31,07,14,18,11,שלומית
31,07,14,18,11,תלמי יוסף
31,07,14,18,11,חולית
31,07,14,18,11,ניר יצחק
31,07,14,18,11,סופה
31,07,14,18,01,בני ברק
31,07,14,18,01,גבעת שמואל
31,07,14,18,01,גבעתיים
31,07,14,18,01,חוות שלם
31,07,14,18,01,פתח תקווה
31,07,14,18,01,רמת גן
31,07,14,18,01,חוות שלם
31,07,14,18,01,פתח תקווה
31,07,14,18,01,רמת גן
31,07,14,18,01,גבעתיים
31,07,14,18,01,גבעת שמואל
31,07,14,18,01,בני ברק
31,07,14,18,01,תל אביב יפו
31,07,14,18,00,תל אביב יפו
31,07,14,17,56,ברור חיל
31,07,14,17,56,גברעם
31,07,14,17,56,חלץ
31,07,14,17,56,שדה דוד
31,07,14,17,56,תלמים
31,07,14,17,56,ברור חיל
31,07,14,17,56,גברעם
31,07,14,17,56,חלץ
31,07,14,17,56,שדה דוד
31,07,14,17,56,תלמים
31,07,14,17,56,נועם
31,07,14,17,56,עוזה
31,07,14,17,56,קרית גת
31,07,14,17,56,שדה משה
31,07,14,17,56,שלווה
31,07,14,17,56,איתן
31,07,14,17,56,גת
31,07,14,17,56,מבחור
31,07,14,17,55,אבן שמואל
31,07,14,17,55,אחוזם
31,07,14,17,55,אבן שמואל
31,07,14,17,55,אחוזם
31,07,14,17,55,איתן
31,07,14,17,55,גת
31,07,14,17,55,מבחור
31,07,14,17,55,נועם
31,07,14,17,55,עוזה
31,07,14,17,55,קרית גת
31,07,14,17,55,שדה משה
31,07,14,17,55,שלווה
31,07,14,17,55,נחל עוז
31,07,14,17,55,עלומים
31,07,14,17,55,ברור חיל
31,07,14,17,55,גברעם
31,07,14,17,55,חלץ
31,07,14,17,55,שדה דוד
31,07,14,17,55,תלמים
31,07,14,17,55,שלווה
31,07,14,17,55,גת
31,07,14,17,55,מבחור
31,07,14,17,55,נועם
31,07,14,17,55,עוזה
31,07,14,17,55,קרית גת
31,07,14,17,55,שדה משה
31,07,14,17,55,איתן
31,07,14,17,55,אחוזם
31,07,14,17,55,אבן שמואל
31,07,14,17,54,שחר
31,07,14,17,54,כוכב מיכאל
31,07,14,17,54,נגבה
31,07,14,17,54,נהורה
31,07,14,17,54,נוגה
31,07,14,17,54,ניר ח"ן
31,07,14,17,54,עוצם
31,07,14,17,54,שדה יואב
31,07,14,17,54,גת
31,07,14,17,54,מבחור
31,07,14,17,54,נועם
31,07,14,17,54,עוזה
31,07,14,17,54,קרית גת
31,07,14,17,54,שדה משה
31,07,14,17,54,שלווה
31,07,14,17,54,זוהר
31,07,14,17,54,יד נתן
31,07,14,17,54,אחוזם
31,07,14,17,54,איתן
31,07,14,17,54,אבן שמואל
31,07,14,17,54,אבן שמואל
31,07,14,17,54,אחוזם
31,07,14,17,54,איתן
31,07,14,17,54,גת
31,07,14,17,54,מבחור
31,07,14,17,54,נועם
31,07,14,17,54,עוזה
31,07,14,17,54,קרית גת
31,07,14,17,54,שדה משה
31,07,14,17,54,שלווה
31,07,14,17,32,כרמיה
31,07,14,17,32,זיקים
31,07,14,17,31,אשקלון
31,07,14,17,31,באר גנים
31,07,14,17,31,ברכיה
31,07,14,17,31,הודיה
31,07,14,17,31,כפר סילבר
31,07,14,17,31,משען
31,07,14,17,31,ניר ישראל
31,07,14,17,31,משען
31,07,14,17,31,ניר ישראל
31,07,14,17,31,ברכיה
31,07,14,17,31,הודיה
31,07,14,17,31,כפר סילבר
31,07,14,17,31,תלמי יפה
31,07,14,17,31,גיאה
31,07,14,17,31,מבקיעים
31,07,14,17,31,בת הדר
31,07,14,17,31,באר גנים
31,07,14,17,31,א.ת אשקלון
31,07,14,17,31,בית שיקמה
31,07,14,17,31,אשקלון
31,07,14,17,30,בת הדר
31,07,14,17,30,גיאה
31,07,14,17,30,מבקיעים
31,07,14,17,30,תלמי יפה
31,07,14,17,30,באר גנים
31,07,14,17,30,א.ת אשקלון
31,07,14,17,30,בית שיקמה
31,07,14,17,30,אשקלון
31,07,14,17,28,נירים
31,07,14,17,28,עין השלושה
31,07,14,17,28,כיסופים
31,07,14,17,28,נירים
31,07,14,17,28,עין השלושה
31,07,14,17,28,כיסופים
31,07,14,17,02,מפלסים
31,07,14,17,01,מפלסים
31,07,14,16,57,אור הנר
31,07,14,16,57,ארז
31,07,14,16,49,כרם שלום
31,07,14,16,12,סעד
31,07,14,16,12,כפר עזה
31,07,14,15,37,זיקים
31,07,14,15,37,כרמיה
31,07,14,15,33,א.ת אשקלון
31,07,14,15,33,יד מרדכי
31,07,14,15,33,נתיב העשרה
31,07,14,15,33,א.ת אשקלון
31,07,14,15,33,זיקים
31,07,14,15,33,כרמיה
31,07,14,15,33,א.ת אשקלון
31,07,14,15,32,זיקים
31,07,14,15,32,כרמיה
31,07,14,15,23,זיקים
31,07,14,15,23,כרמיה
31,07,14,14,49,כיסופים
31,07,14,14,49,נירים
31,07,14,14,49,עין השלושה
31,07,14,14,43,נתיב העשרה
31,07,14,14,43,יד מרדכי
31,07,14,14,22,חולית
31,07,14,14,22,ניר יצחק
31,07,14,14,22,סופה
31,07,14,13,37,זיקים
31,07,14,13,37,כרמיה
31,07,14,13,00,תקומה
31,07,14,13,00,זמרת
31,07,14,13,00,חוות יזרעם
31,07,14,13,00,כפר מימון
31,07,14,13,00,שובה
31,07,14,13,00,שוקדה
31,07,14,13,00,תושיה
31,07,14,12,01,איבים
31,07,14,12,01,גבים
31,07,14,12,01,מכללת ספיר
31,07,14,12,01,ניר עם
31,07,14,12,01,שדרות
31,07,14,12,01,שדרות
31,07,14,12,01,מכללת ספיר
31,07,14,12,01,ניר עם
31,07,14,12,01,איבים
31,07,14,12,01,גבים
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,מפלסים
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,מפלסים
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,מפלסים
31,07,14,12,00,מפלסים
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,מפלסים
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,מפלסים
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,מפלסים
31,07,14,12,00,מפלסים
31,07,14,12,00,איבים
31,07,14,12,00,גבים
31,07,14,12,00,מכללת ספיר
31,07,14,12,00,ניר עם
31,07,14,12,00,שדרות
31,07,14,12,00,מפלסים
31,07,14,11,59,ניר עם
31,07,14,11,59,שדרות
31,07,14,11,59,איבים
31,07,14,11,59,גבים
31,07,14,11,59,מכללת ספיר
31,07,14,11,59,שדרות
31,07,14,11,59,מפלסים
31,07,14,11,59,איבים
31,07,14,11,59,גבים
31,07,14,11,59,מכללת ספיר
31,07,14,11,59,ניר עם
31,07,14,11,50,מגן
31,07,14,11,50,מועצה אזורית אשכול
31,07,14,11,50,מפעלי מעון
31,07,14,11,50,עין הבשור
31,07,14,11,37,כרמיה
31,07,14,11,37,זיקים
31,07,14,11,16,אשקלון
31,07,14,11,16,באר גנים
31,07,14,11,01,כרם שלום
31,07,14,09,25,סופה
31,07,14,09,25,חולית
31,07,14,09,25,ניר יצחק
31,07,14,08,29,באר שבע
31,07,14,08,29,מסעודין אל עזאזמה
31,07,14,06,56,ביצרון
31,07,14,06,56,בני עי"ש
31,07,14,06,56,גן הדרום
31,07,14,06,56,גן יבנה
31,07,14,06,56,חצב
31,07,14,06,56,חצור אשדוד
31,07,14,06,56,כנות
31,07,14,06,56,נווה מבטח
31,07,14,06,56,כפר אחים
31,07,14,06,56,כפר הרי"ף
31,07,14,06,56,כפר ורבורג
31,07,14,06,56,כפר מנחם
31,07,14,06,56,ערוגות
31,07,14,06,56,קרית מלאכי
31,07,14,06,56,תימורים
31,07,14,06,56,תלמי יחיאל
31,07,14,06,56,ביצרון
31,07,14,06,56,בני עי"ש
31,07,14,06,56,גן הדרום
31,07,14,06,56,גן יבנה
31,07,14,06,56,חצב
31,07,14,06,56,חצור אשדוד
31,07,14,06,56,כנות
31,07,14,06,56,נווה מבטח
31,07,14,06,56,מרכז שפירא
31,07,14,06,56,משואות יצחק
31,07,14,06,56,עין צורים
31,07,14,06,56,שפיר
31,07,14,06,56,אמונים
31,07,14,06,56,בית עזרא
31,07,14,06,56,גבעתי
31,07,14,06,56,עזר
31,07,14,06,56,עזריקם
31,07,14,06,56,שדה עוזיהו
31,07,14,06,56,שתולים
31,07,14,06,56,ניצן
31,07,14,06,56,ניצן ב'
31,07,14,06,56,ניצנים
31,07,14,06,56,אביגדור
31,07,14,06,56,אורות
31,07,14,06,56,אחווה
31,07,14,06,56,אל עזי
31,07,14,06,56,באר טוביה
31,07,14,06,56,ינון
31,07,14,06,56,תימורים
31,07,14,06,56,תלמי יחיאל
31,07,14,06,56,ביצרון
31,07,14,06,56,בני עי"ש
31,07,14,06,56,גן הדרום
31,07,14,06,56,גן יבנה
31,07,14,06,56,חצב
31,07,14,06,56,חצור אשדוד
31,07,14,06,56,כנות
31,07,14,06,56,נווה מבטח
31,07,14,06,56,ברכיה
31,07,14,06,56,הודיה
31,07,14,06,56,כפר סילבר
31,07,14,06,56,משען
31,07,14,06,56,ניר ישראל
31,07,14,06,56,מרכז שפירא
31,07,14,06,56,משואות יצחק
31,07,14,06,56,עין צורים
31,07,14,06,56,שפיר
31,07,14,06,56,אמונים
31,07,14,06,56,בית עזרא
31,07,14,06,56,גבעתי
31,07,14,06,56,עזר
31,07,14,06,56,עזריקם
31,07,14,06,56,שדה עוזיהו
31,07,14,06,56,שתולים
31,07,14,06,56,ניצן
31,07,14,06,56,ניצן ב'
31,07,14,06,56,ניצנים
31,07,14,06,56,אביגדור
31,07,14,06,56,אורות
31,07,14,06,56,אחווה
31,07,14,06,56,אל עזי
31,07,14,06,56,באר טוביה
31,07,14,06,56,ינון
31,07,14,06,56,כפר אחים
31,07,14,06,56,כפר הרי"ף
31,07,14,06,56,כפר ורבורג
31,07,14,06,56,כפר מנחם
31,07,14,06,56,ערוגות
31,07,14,06,56,קרית מלאכי
30,07,14,23,36,עלומים
30,07,14,23,36,נחל עוז
30,07,14,23,35,כפר עזה
30,07,14,23,35,סעד
30,07,14,22,25,כרם שלום
30,07,14,22,21,גן שלמה
30,07,14,22,21,נצר סרני
30,07,14,22,21,רחובות
30,07,14,22,21,בית חנן
30,07,14,22,21,בית עובד
30,07,14,22,21,נס ציונה
30,07,14,22,21,עיינות
30,07,14,22,21,גיבתון
30,07,14,22,20,אירוס
30,07,14,22,20,גבעת ברנר
30,07,14,22,20,נטעים
30,07,14,22,20,פלמחים
30,07,14,22,20,ראשון לציון
30,07,14,22,20,גן שורק
30,07,14,22,20,ניצנים
30,07,14,22,20,גבעת ברנר
30,07,14,22,20,גיבתון
30,07,14,22,20,גן שלמה
30,07,14,22,20,נצר סרני
30,07,14,22,20,רחובות
30,07,14,22,20,בית חנן
30,07,14,22,20,בית עובד
30,07,14,22,20,נס ציונה
30,07,14,22,20,עיינות
30,07,14,22,20,ניצן
30,07,14,22,20,ניצן ב'
30,07,14,22,20,ראשון לציון
30,07,14,22,20,אירוס
30,07,14,22,20,גן שורק
30,07,14,22,20,נטעים
30,07,14,22,20,פלמחים
30,07,14,22,20,גן שורק
30,07,14,22,20,נטעים
30,07,14,22,20,פלמחים
30,07,14,22,20,ראשון לציון
30,07,14,22,20,אירוס
30,07,14,22,20,גבעת ברנר
30,07,14,22,20,גיבתון
30,07,14,22,20,גן שלמה
30,07,14,22,20,נצר סרני
30,07,14,22,20,רחובות
30,07,14,22,20,אשקלון
30,07,14,22,20,באר גנים
30,07,14,22,20,בית חנן
30,07,14,22,20,בית עובד
30,07,14,22,20,נס ציונה
30,07,14,22,20,עיינות
30,07,14,22,20,א.ת אשקלון
30,07,14,22,20,ניצן
30,07,14,22,20,ניצן ב'
30,07,14,22,20,ניצנים
30,07,14,22,20,עיינות
30,07,14,22,20,א.ת אשקלון
30,07,14,22,20,נצר סרני
30,07,14,22,20,רחובות
30,07,14,22,20,אשקלון
30,07,14,22,20,באר גנים
30,07,14,22,20,בית חנן
30,07,14,22,20,בית עובד
30,07,14,22,20,נס ציונה
30,07,14,22,20,גבעת ברנר
30,07,14,22,20,גיבתון
30,07,14,22,20,גן שלמה
30,07,14,22,20,פלמחים
30,07,14,22,20,ראשון לציון
30,07,14,22,20,אירוס
30,07,14,22,20,גן שורק
30,07,14,22,20,נטעים
30,07,14,22,19,אשקלון
30,07,14,22,19,באר גנים
30,07,14,22,19,א.ת אשקלון
30,07,14,22,14,חצרים
30,07,14,22,14,תפרח
30,07,14,22,14,חצרים
30,07,14,22,14,בטחה
30,07,14,22,14,גילת
30,07,14,22,14,בטחה
30,07,14,22,14,גילת
30,07,14,22,14,תפרח
30,07,14,22,14,חצרים
30,07,14,22,14,רנן
30,07,14,22,14,פדויים
30,07,14,22,13,אופקים
30,07,14,22,13,מסלול
30,07,14,22,13,אופקים
30,07,14,22,13,מסלול
30,07,14,22,13,פדויים
30,07,14,22,13,רנן
30,07,14,22,13,חצרים
30,07,14,22,13,חצרים
30,07,14,21,45,בת הדר
30,07,14,21,45,גיאה
30,07,14,21,45,מבקיעים
30,07,14,21,45,תלמי יפה
30,07,14,21,45,בית שיקמה
30,07,14,21,45,אשקלון
30,07,14,21,45,באר גנים
30,07,14,21,45,א.ת אשקלון
30,07,14,21,45,בית שיקמה
30,07,14,21,45,בת הדר
30,07,14,21,45,גיאה
30,07,14,21,45,מבקיעים
30,07,14,21,45,תלמי יפה
30,07,14,21,45,בת הדר
30,07,14,21,45,גיאה
30,07,14,21,45,מבקיעים
30,07,14,21,45,תלמי יפה
30,07,14,21,45,אשקלון
30,07,14,21,45,באר גנים
30,07,14,21,45,זיקים
30,07,14,21,45,כרמיה
30,07,14,21,45,א.ת אשקלון
30,07,14,21,45,בית שיקמה
30,07,14,21,45,אשקלון
30,07,14,21,45,באר גנים
30,07,14,21,45,זיקים
30,07,14,21,45,כרמיה
30,07,14,21,45,א.ת אשקלון
30,07,14,21,45,זיקים
30,07,14,21,45,כרמיה
30,07,14,21,45,א.ת אשקלון
30,07,14,21,07,יתד
30,07,14,21,07,נווה
30,07,14,21,07,פרי גן
30,07,14,21,07,שדי אברהם
30,07,14,21,07,שלומית
30,07,14,21,07,תלמי יוסף
30,07,14,21,07,אבשלום
30,07,14,21,07,בני נצרים
30,07,14,21,07,דקל
30,07,14,21,07,יבול
30,07,14,21,07,פרי גן
30,07,14,21,07,שדי אברהם
30,07,14,21,07,שלומית
30,07,14,21,07,תלמי יוסף
30,07,14,21,07,דקל
30,07,14,21,07,יבול
30,07,14,21,07,יתד
30,07,14,21,07,נווה
30,07,14,21,07,כרם שלום
30,07,14,21,07,אבשלום
30,07,14,21,07,בני נצרים
30,07,14,21,07,כרם שלום
30,07,14,19,49,נחל עוז
30,07,14,19,49,עלומים
30,07,14,19,44,יד מרדכי
30,07,14,19,44,נתיב העשרה
30,07,14,19,44,אור הנר
30,07,14,19,44,ארז
30,07,14,18,29,יד מרדכי
30,07,14,18,29,נתיב העשרה
30,07,14,17,42,כרם שלום
30,07,14,17,15,נחל עוז
30,07,14,17,15,עלומים
30,07,14,16,56,נחל עוז
30,07,14,16,56,עלומים
30,07,14,16,54,נחל עוז
30,07,14,16,54,עלומים
30,07,14,16,51,מלילות
30,07,14,16,51,מעגלים
30,07,14,16,51,שיבולים
30,07,14,16,51,שרשרת
30,07,14,16,51,תאשור
30,07,14,16,51,תדהר
30,07,14,16,51,ברוש
30,07,14,16,51,גבעולים
30,07,14,16,51,בית הגדי
30,07,14,16,51,נתיבות
30,07,14,16,51,קרית חינוך שדות נגב
30,07,14,16,51,ברוש
30,07,14,16,51,גבעולים
30,07,14,16,51,מלילות
30,07,14,16,51,מעגלים
30,07,14,16,51,שיבולים
30,07,14,16,51,שרשרת
30,07,14,16,51,תאשור
30,07,14,16,51,תדהר
