,OFFENSE_DESCRIPTION,OCCURRED_ON_DATE,YEAR,MONTH,Lat,Long,newLat,newLon
2474,INVESTIGATE PERSON,2018-09-24 20:34:00,2018,9,42.28482577,-71.09137369,31.03513765344204,34.65109911073383
2475,FRAUD - IMPERSONATION,2018-09-21 09:00:00,2018,9,42.32300514,-71.08081696,31.268889242507214,34.350110565525945
2476,SICK/INJURED/MEDICAL - PERSON,2018-09-24 20:00:00,2018,9,42.38197028,-71.03475395,31.59140398691812,34.85270314228882
2477,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-23 16:26:00,2018,9,,,30.99410186280251,34.97518429689693
2478,SICK/INJURED/MEDICAL - PERSON,2018-09-24 20:13:00,2018,9,42.31741922,-71.09567995,31.4517477232821,34.48415719556278
2479,LARCENY ALL OTHERS,2018-09-24 17:00:00,2018,9,42.34153413,-71.08174368,31.09726597960534,34.515173229461524
2480,SICK/INJURED/MEDICAL - PERSON,2018-09-24 19:53:00,2018,9,42.28567647,-71.08022781,31.404494302790404,34.742730243603724
2481,INVESTIGATE PERSON,2018-09-24 19:39:00,2018,9,42.3654383,-71.03184193,31.65365473612038,34.91386758101639
2482,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,2018-09-24 19:33:00,2018,9,42.35241815,-71.06525499,30.768074755613522,34.85121005467686
2483,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,2018-09-24 19:33:00,2018,9,42.35241815,-71.06525499,31.28413266023878,34.6642490970654
2484,LIQUOR LAW VIOLATION,2018-09-24 19:33:00,2018,9,42.35241815,-71.06525499,31.12200362516133,34.988045648949246
2485,VANDALISM,2018-09-24 19:33:00,2018,9,42.35241815,-71.06525499,31.690642346504454,34.78699512965469
2486,DRUGS - SALE / MANUFACTURING,2018-09-24 19:33:00,2018,9,42.35241815,-71.06525499,30.84732773087812,34.9092246250093
2487,"DRUGS - POSS CLASS A - HEROIN, ETC. ",2018-09-24 19:33:00,2018,9,42.35241815,-71.06525499,31.1332135772863,34.655561849461
2488,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-09-24 19:33:00,2018,9,42.35241815,-71.06525499,30.64912386481614,34.87428200857872
2489,SICK/INJURED/MEDICAL - PERSON,2018-09-24 16:57:00,2018,9,42.33311189,-71.0727637,31.770889951911514,34.86373055485265
2490,LARCENY SHOPLIFTING,2018-09-24 18:56:00,2018,9,42.28446743,-71.11183089,31.474446324817322,34.49435345054615
2491,VERBAL DISPUTE,2018-09-24 19:33:00,2018,9,42.29472426,-71.057981,31.16844104752894,34.36076266522163
2492,INVESTIGATE PERSON,2018-09-24 19:10:00,2018,9,42.31741922,-71.09567995,31.843277710909256,34.54115263613228
2493,LARCENY SHOPLIFTING,2018-09-22 18:00:00,2018,9,42.34932471,-71.08014801,30.995322595609917,34.635250660290694
2494,OPERATING UNDER THE INFLUENCE ALCOHOL,2018-09-24 19:29:00,2018,9,42.31462973,-71.0926152,31.741879319946552,34.330863802137394
2495,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-24 19:29:00,2018,9,42.31462973,-71.0926152,31.746977192684856,34.95942722955417
2496,INVESTIGATE PERSON,2018-09-23 22:45:00,2018,9,42.34056056,-71.1471112,31.235285755998646,34.89671953369918
2497,INVESTIGATE PERSON,2018-09-24 19:41:00,2018,9,42.30971857,-71.10429432,31.06916154122913,34.494790036506714
2498,INVESTIGATE PERSON,2018-09-24 18:53:00,2018,9,42.35913205,-71.05504984,30.75610948879165,34.395924789893904
2499,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-24 18:50:00,2018,9,42.2946665,-71.15606645,31.49945185289877,34.75373798897416
2500,VAL - VIOLATION OF AUTO LAW - OTHER,2018-09-24 18:40:00,2018,9,42.32708642,-71.05227303,31.074308348403946,34.46202331872324
2501,VAL - OPERATING AFTER REV/SUSP.,2018-09-24 18:40:00,2018,9,42.32708642,-71.05227303,31.540476038684893,34.336070935302715
2502,LARCENY THEFT FROM BUILDING,2018-09-24 14:00:00,2018,9,42.3579919,-71.05730964,31.641926529352393,34.62619898620963
2503,AUTO THEFT,2018-09-23 19:00:00,2018,9,42.30154555,-71.08118184,31.4326481203714,34.783377463135615
2504,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,2018-09-23 19:00:00,2018,9,42.30154555,-71.08118184,31.907959494626216,34.869287087971124
2505,LARCENY THEFT OF BICYCLE,2018-09-23 16:30:00,2018,9,42.34642641,-71.10611411,30.81879231191098,34.697707333887614
2506,FRAUD - FALSE PRETENSE / SCHEME,2018-09-23 16:00:00,2018,9,42.34923356,-71.0732809,31.83134102738974,34.32991336204155
2507,ASSAULT SIMPLE - BATTERY,2018-09-24 18:38:00,2018,9,42.36219081,-71.06223802,30.677089643321715,34.50497495074305
2508,PROPERTY - MISSING,2018-09-17 18:00:00,2018,9,42.33930507,-71.07505959,31.490431906764414,34.31910188941905
2509,LARCENY SHOPLIFTING,2018-09-24 15:06:00,2018,9,42.35521625,-71.06012863,31.981532413870045,34.54319549160272
2510,MISSING PERSON - LOCATED,2018-09-24 17:32:00,2018,9,42.31987076,-71.07096263,31.010040428127127,34.445720304100135
2511,INVESTIGATE PERSON,2018-09-24 18:38:00,2018,9,42.32008772,-71.09841452,31.118887904476416,34.474668759440654
2512,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-23 10:00:00,2018,9,42.28832861,-71.05938355,30.66365645961958,34.73532503777151
2513,"DRUGS - POSS CLASS A - HEROIN, ETC. ",2018-09-24 16:52:00,2018,9,,,30.7239491622522,34.31556031553877
2514,BURGLARY - RESIDENTIAL - NO FORCE,2018-09-22 02:30:00,2018,9,42.32995513,-71.05369679,31.322079485651987,34.53934996679227
2515,LARCENY THEFT FROM BUILDING,2018-09-24 16:00:00,2018,9,42.32756936,-71.10181691,31.413260936492335,34.515759156693505
2516,M/V ACCIDENT - PERSONAL INJURY,2018-09-24 18:25:00,2018,9,,,31.51217319744643,34.59409540645795
2517,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-23 16:00:00,2018,9,42.29848866,-71.06313294,31.723803213857707,34.54740465387942
2518,PROPERTY - LOST,2018-09-23 12:00:00,2018,9,42.35591935,-71.06000539,31.1861496285986,34.9105408489339
2519,SICK/INJURED/MEDICAL - PERSON,2018-09-24 18:04:00,2018,9,42.37967066,-71.05894591,30.6749933800575,34.8963488421133
2520,PROPERTY - MISSING,2018-09-21 19:00:00,2018,9,42.34410718,-71.1018026,30.831432169597637,34.53777793444096
2521,M/V ACCIDENT - PERSONAL INJURY,2018-09-24 18:08:00,2018,9,42.30758298,-71.07607488,31.879272982571656,34.54518931532871
2522,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-24 18:27:00,2018,9,42.350462,-71.042826,31.270678389615394,34.8274237306441
2523,SERVICE TO OTHER PD INSIDE OF MA.,2018-09-24 17:57:00,2018,9,,,31.336497592759674,34.43964590918045
2524,INVESTIGATE PERSON,2018-09-24 17:55:00,2018,9,42.33676619,-71.08205122,30.917277781946755,34.893225021994866
2525,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,2018-09-24 18:00:00,2018,9,42.336955,-71.07747,31.433668338741512,34.46350667687597
2526,DRUGS - SALE / MANUFACTURING,2018-09-24 18:00:00,2018,9,42.336955,-71.07747,31.51673991342199,34.8139044059416
2527,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,2018-09-24 18:00:00,2018,9,42.336955,-71.07747,31.22255999035005,34.56141294503307
2528,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-09-24 18:00:00,2018,9,42.336955,-71.07747,31.913330398160568,34.312559307542784
2529,DRUGS - POSS CLASS D,2018-09-24 18:01:00,2018,9,,,31.62084660071491,34.82211824738856
2530,INVESTIGATE PERSON,2018-09-24 17:38:00,2018,9,42.32545165,-71.08677983,31.716359615552307,34.726597264377354
2531,LANDLORD - TENANT SERVICE,2018-09-22 12:00:00,2018,9,42.27684989,-71.12170659,30.946743038228504,34.911471145744244
2532,M/V - LEAVING SCENE - PERSONAL INJURY,2018-09-24 17:05:00,2018,9,,,30.662060886685637,34.77373277430418
2533,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-23 20:30:00,2018,9,42.30858147,-71.0835504,30.975193770847415,34.57678461306129
2534,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-09-24 17:44:00,2018,9,42.33010314,-71.07090185,31.421422801688422,34.61538587889305
2535,WARRANT ARREST,2018-09-24 17:44:00,2018,9,42.33010314,-71.07090185,30.64235355587655,34.50702983528711
2536,VAL - VIOLATION OF AUTO LAW - OTHER,2018-09-24 17:40:00,2018,9,42.34573301,-71.06485053,31.56655650976973,34.809930121920296
2537,VAL - OPERATING UNREG/UNINS  CAR,2018-09-24 17:40:00,2018,9,42.34573301,-71.06485053,31.35570892479539,34.89566066070535
2538,VAL - OPERATING AFTER REV/SUSP.,2018-09-24 17:40:00,2018,9,42.34573301,-71.06485053,31.407860418109497,34.288408637132434
2539,HARASSMENT,2018-09-24 16:23:00,2018,9,-1.0,-1.0,31.352488572727157,34.83141819896189
2540,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-24 16:12:00,2018,9,42.29346977,-71.07512548,31.162827373221685,34.93337096321436
2541,LARCENY ALL OTHERS,2018-09-24 16:00:00,2018,9,42.3113948,-71.07384945,31.505493074257856,34.584270740970695
2542,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-23 21:00:00,2018,9,42.33112195,-71.11127524,31.909043694665232,34.39672109831343
2543,MISSING PERSON,2018-09-24 14:45:00,2018,9,42.31385824,-71.07929233,31.17239054706699,34.305601830059224
2544,MISSING PERSON - LOCATED,2018-09-24 14:45:00,2018,9,42.31385824,-71.07929233,31.60771526858499,34.63957494492704
2545,LARCENY THEFT FROM BUILDING,2018-09-13 12:00:00,2018,9,42.35106637,-71.06549569,31.031967374741978,34.91939029835863
2546,LARCENY THEFT FROM BUILDING,2018-09-24 15:53:00,2018,9,42.35408145,-71.05977436,31.89681734529151,34.537559353568206
2547,VAL - OPERATING WITHOUT LICENSE,2018-09-24 16:51:00,2018,9,,,30.940385566813582,34.575272266502935
2548,SICK/INJURED/MEDICAL - PERSON,2018-09-24 16:21:00,2018,9,42.29125586,-71.07475092,31.13564405329368,34.32000605433164
2549,VANDALISM,2018-09-21 13:30:00,2018,9,42.28606484,-71.07001038,31.87438416056668,34.35029664031331
2550,FRAUD - FALSE PRETENSE / SCHEME,2018-09-24 16:46:50,2018,9,42.34481182,-71.08234324,30.888844195642296,34.30165330339013
2551,VANDALISM,2018-09-22 21:30:00,2018,9,42.31843956,-71.1003964,30.690504500386183,34.604033309290415
2552,DISORDERLY CONDUCT,2018-09-24 17:26:00,2018,9,42.28863337,-71.08990388,31.111539253873786,34.35600294238803
2553,LARCENY ALL OTHERS,2018-09-22 17:00:00,2018,9,42.33793685,-71.05049793,31.616348235413543,34.368035388351686
2554,MISSING PERSON,2018-09-24 17:30:00,2018,9,42.32265965,-71.0706816,31.265548472330224,34.595909355756206
2555,INVESTIGATE PROPERTY,2018-09-24 15:00:00,2018,9,42.30468252,-71.05627865,30.934777007213974,34.432067556270574
2556,LARCENY THEFT OF BICYCLE,2018-09-14 18:30:00,2018,9,42.34280177,-71.1006951,31.285248451649935,34.67003882122483
2557,LARCENY SHOPLIFTING,2018-09-24 12:03:00,2018,9,42.35680075,-71.05893025,30.756489801376468,34.466065194373435
2558,LARCENY SHOPLIFTING,2018-09-24 15:06:00,2018,9,42.35997967,-71.05474135,31.50201824347936,34.70340663965842
2559,INVESTIGATE PERSON,2018-09-24 17:13:00,2018,9,42.30583576,-71.13023893,30.712660097158874,34.71359965692663
2560,TRESPASSING,2018-09-24 16:41:00,2018,9,42.34974111,-71.05801618,30.859535937426454,34.695641615634976
2561,THREATS TO DO BODILY HARM,2018-09-24 16:47:00,2018,9,42.29848866,-71.06313294,31.37135549001075,34.611908714416224
2562,VERBAL DISPUTE,2018-09-24 15:37:00,2018,9,42.28208198,-71.07364875,31.973895683820132,34.92613216294685
2563,VANDALISM,2018-09-18 18:00:00,2018,9,42.36071669,-71.14290976,31.698559517285165,34.452133930104836
2564,PROPERTY - LOST,2018-09-22 12:30:00,2018,9,42.32809966,-71.06321676,31.956288064680255,34.412249778379056
2565,HARASSMENT,2018-09-24 13:05:00,2018,9,42.35979038,-71.07078234,31.71903116059271,34.53318439861468
2566,INVESTIGATE PROPERTY,2018-09-23 15:30:00,2018,9,42.27967492,-71.08381263,31.429169723419573,34.501321676063235
2567,FRAUD - FALSE PRETENSE / SCHEME,2018-09-19 08:00:00,2018,9,42.28339069,-71.07388628,30.79749418718974,34.948860303860336
2568,HARASSMENT,2018-09-21 14:00:00,2018,9,42.2709644,-71.14625121,31.819184038895038,34.81638111829564
2569,TRESPASSING,2018-09-22 13:00:00,2018,9,42.25017239,-71.11443415,31.1724538325157,34.99029358086875
2570,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,2018-09-24 16:11:00,2018,9,42.29239209,-71.05398625,31.488404848707773,34.646249403881214
2571,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-24 15:58:00,2018,9,42.31893277,-71.04541663,31.080327236719747,34.720142071405306
2572,HARASSMENT,2018-09-24 11:30:00,2018,9,42.33152757,-71.04901071,30.694240055547297,34.95548851780701
2573,THREATS TO DO BODILY HARM,2018-09-24 11:30:00,2018,9,42.33152757,-71.04901071,31.597132017069516,34.89916103345101
2574,INVESTIGATE PROPERTY,2018-09-24 15:21:00,2018,9,42.27162486,-71.11915512,30.700790206049113,34.82104549005352
2575,SICK/INJURED/MEDICAL - PERSON,2018-09-24 16:23:00,2018,9,42.33185133,-71.08181888,31.31751425648558,34.483086468442515
2576,LARCENY THEFT OF BICYCLE,2018-07-20 15:00:00,2018,7,-1.0,-1.0,31.63123975503824,34.69469677490943
2577,FUGITIVE FROM JUSTICE,2018-09-24 15:45:00,2018,9,42.30443502,-71.06862907,30.75354487855076,34.57672255016913
2578,VANDALISM,2018-09-24 06:45:00,2018,9,42.29131613,-71.07170293,31.91959340481079,34.902044223351936
2579,HARASSMENT,2018-09-23 17:30:00,2018,9,42.24288459,-71.12255206,31.65538222191965,34.735253150767385
2580,PROPERTY - LOST,2018-09-24 16:06:00,2018,9,42.31943966,-71.09467467,31.73904482701286,34.68049180283452
2581,LARCENY SHOPLIFTING,2018-09-24 15:23:00,2018,9,42.3479724,-71.07849582,31.440561126091282,34.71289173900756
2582,M/V ACCIDENT - PERSONAL INJURY,2018-09-24 15:26:00,2018,9,42.34842935,-71.09874661,30.972191502406883,34.74418273780176
2583,INVESTIGATE PROPERTY,2018-09-24 15:48:00,2018,9,42.3465382,-71.09880598,31.358887414495854,34.376708274467255
2584,FRAUD - FALSE PRETENSE / SCHEME,2018-09-24 13:55:00,2018,9,42.25621592,-71.12401947,30.955415265233263,34.79984799802797
2585,PROPERTY - LOST,2018-09-24 15:43:00,2018,9,42.26857609,-71.09574826,31.433971618085902,34.54821394663942
2586,INVESTIGATE PROPERTY,2018-09-24 15:10:00,2018,9,42.34897674,-71.16277319,31.04318078961134,34.77656264368923
2587,SICK/INJURED/MEDICAL - PERSON,2018-09-24 14:53:00,2018,9,42.34909822,-71.07929618,31.35968348713816,34.35941705648692
2588,VAL - OPERATING WITHOUT LICENSE,2018-09-24 15:06:00,2018,9,42.28282878,-71.0918249,31.960454724190935,34.51411224244488
2589,HARASSMENT,2018-09-23 19:39:00,2018,9,42.29666202,-71.06121836,31.092321262486635,34.3990392476089
2590,VERBAL DISPUTE,2018-09-24 14:54:00,2018,9,42.31679542,-71.07964562,31.80061027303805,34.89958814858373
2591,THREATS TO DO BODILY HARM,2018-09-21 07:18:00,2018,9,42.28342716,-71.12422635,31.925031966922297,34.893414294923566
2592,OTHER OFFENSE,2018-09-24 14:54:00,2018,9,42.23357448,-71.12917748,30.774214484883085,34.72714686754611
2593,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-23 19:30:00,2018,9,42.28300178,-71.07966487,31.307260554254125,34.71148720801459
2594,THREATS TO DO BODILY HARM,2018-09-22 14:30:00,2018,9,42.30010597,-71.0710271,31.515920978801827,34.45293949618576
2595,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-24 15:02:00,2018,9,42.3252158,-71.07492178,31.028940360700293,34.97431430669376
2596,PROPERTY - FOUND,2018-09-24 14:59:00,2018,9,42.36183857,-71.05976489,30.91129834903722,34.96599330635127
2597,INVESTIGATE PERSON,2018-09-24 13:09:00,2018,9,42.26956604,-71.0969605,31.12627339880486,34.45021993960946
2598,VERBAL DISPUTE,2018-09-24 14:24:00,2018,9,42.28538167,-71.08546253,31.056772165039277,34.732320036335
2599,ASSAULT SIMPLE - BATTERY,2018-09-21 12:30:00,2018,9,42.32648859,-71.07117436,31.540038148733192,34.900389689243504
2600,LARCENY THEFT FROM BUILDING,2018-09-22 11:00:00,2018,9,42.34932471,-71.08014801,31.898605530843682,34.362204094031114
2601,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-20 23:00:00,2018,9,,,30.636929960567297,34.75199171027271
2602,PROPERTY - FOUND,2018-09-24 14:32:00,2018,9,42.361121,-71.055484,30.66558431249847,34.810313443916414
2603,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-24 14:37:00,2018,9,,,31.17896762892161,34.62275443659926
2604,FRAUD - IMPERSONATION,2018-09-24 14:51:00,2018,9,42.38133607,-71.02924074,31.744626307581495,34.660783003962415
2605,HARASSMENT,2018-09-24 14:51:00,2018,9,42.38133607,-71.02924074,31.565129055963254,34.30999444523785
2606,LARCENY THEFT FROM BUILDING,2018-09-24 11:00:00,2018,9,42.28492596,-71.07135254,30.646491900849206,34.62878644767516
2607,LARCENY THEFT FROM BUILDING,2018-09-24 10:30:00,2018,9,42.35042609,-71.16637332,31.732301310781324,34.675753213743505
2608,LARCENY ALL OTHERS,2018-09-24 10:30:00,2018,9,42.35042609,-71.16637332,31.94278482708616,34.4277926402909
2609,M/V ACCIDENT - OTHER,2018-09-24 14:07:00,2018,9,42.39352862,-71.01158244,31.35107175198732,34.56778453195895
2610,TOWED MOTOR VEHICLE,2018-09-24 14:07:00,2018,9,42.39352862,-71.01158244,31.52531037272776,34.58675969993759
2611,LARCENY THEFT FROM BUILDING,2018-09-23 02:00:00,2018,9,42.32946443,-71.07496711,30.878595640705814,34.419289311579895
2612,LARCENY SHOPLIFTING,2018-09-24 14:02:00,2018,9,42.35648631,-71.05928145,31.56676353102439,34.997688774501775
2613,ASSAULT SIMPLE - BATTERY,2018-09-24 14:33:00,2018,9,42.3791344,-71.06685375,31.577936555864248,34.60232785841335
2614,PROPERTY - LOST,2018-09-22 15:00:00,2018,9,42.36243437,-71.0639181,30.723442779812753,34.57671074409143
2615,INVESTIGATE PERSON,2018-09-24 11:59:00,2018,9,42.35086495,-71.058317,31.344716784530757,34.84299664775397
2616,PROPERTY - LOST,2018-09-22 22:30:00,2018,9,42.36341698,-71.05442364,31.396502993112883,34.345333200317455
2617,INVESTIGATE PERSON,2018-09-24 13:28:00,2018,9,42.35217524,-71.04913425,31.83312530858387,34.63756729970871
2618,THREATS TO DO BODILY HARM,2018-09-24 14:06:00,2018,9,42.3434656,-71.07256747,30.67723478319204,34.29357742049775
2619,LARCENY THEFT FROM BUILDING,2018-09-07 15:30:00,2018,9,42.34255587,-71.09807867,31.62533387530891,34.95010761116745
2620,LARCENY THEFT OF BICYCLE,2018-09-24 13:59:20,2018,9,42.34501147,-71.07387169,31.178360370040576,34.538218868490134
2621,ASSAULT - AGGRAVATED,2018-09-20 02:00:00,2018,9,42.2841954,-71.07157967,31.158310644715492,34.65875383468378
2622,LARCENY ALL OTHERS,2018-09-24 13:50:00,2018,9,42.35594239,-71.06258333,31.690357798654645,34.49318844183358
2623,DISTURBING THE PEACE,2018-09-24 13:50:00,2018,9,42.35594239,-71.06258333,31.675483131773618,34.40440954516087
2624,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,2018-09-24 13:50:00,2018,9,42.35594239,-71.06258333,31.532148895363637,34.32435031080014
2625,LARCENY THEFT OF BICYCLE,2018-09-21 16:30:00,2018,9,42.36341698,-71.05442364,30.915426403805924,34.739875805484196
2626,TRESPASSING,2018-09-24 12:07:00,2018,9,42.32902469,-71.08341505,30.660599775730347,34.61721911694035
2627,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-07 09:15:00,2018,9,42.36319298,-71.0602404,31.696148904811547,34.37706915904207
2628,LARCENY SHOPLIFTING,2018-09-24 13:05:00,2018,9,42.36020464,-71.05620816,31.88992382378627,34.59634866360071
2629,FRAUD - CREDIT CARD / ATM FRAUD,2018-09-21 18:33:00,2018,9,42.33252411,-71.04028449,31.505318419475973,34.64557027911315
2630,LARCENY ALL OTHERS,2018-06-30 18:30:00,2018,6,42.32648547,-71.05487817,30.86577855967025,34.89041356435755
2631,BURGLARY - RESIDENTIAL - NO FORCE,2018-09-06 00:00:00,2018,9,42.36074631,-71.06366015,31.068565058465044,34.97741830351368
2632,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-22 21:00:00,2018,9,42.2834045,-71.07010617,31.363064493593175,34.46677370899172
2633,VANDALISM,2018-09-24 13:37:00,2018,9,42.34997016,-71.08939772,31.456648848979174,34.85960044335058
2634,PROPERTY - FOUND,2018-09-24 10:45:00,2018,9,42.28697895,-71.13151355,31.55678459130413,34.43496628765421
2635,SICK/INJURED/MEDICAL - PERSON,2018-09-24 13:08:00,2018,9,42.35680075,-71.05893025,31.18144677636513,34.35185089625651
2636,SICK/INJURED/MEDICAL - PERSON,2018-09-24 13:10:00,2018,9,42.28524429,-71.16309167,30.903125055636778,34.75219204753017
2637,BURGLARY - RESIDENTIAL - ATTEMPT,2018-09-24 12:46:00,2018,9,42.32832264,-71.07861091,31.021811945341195,34.785212502294684
2638,ASSAULT SIMPLE - BATTERY,2018-09-24 12:46:00,2018,9,42.32832264,-71.07861091,31.355000914948764,34.31574783942687
2639,LARCENY SHOPLIFTING,2018-09-24 13:04:00,2018,9,42.34243945,-71.0844553,30.762479776530906,34.92804256071827
2640,VERBAL DISPUTE,2018-09-24 12:32:00,2018,9,42.27030305,-71.09889105,31.806011109195346,34.69216131350644
2641,TOWED MOTOR VEHICLE,2018-09-24 12:12:00,2018,9,42.31510937,-71.10833779,31.13031169261075,34.90104852502829
2642,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-22 01:00:00,2018,9,42.31845834,-71.08032338,30.947411919320103,34.732838839850956
2643,VAL - VIOLATION OF AUTO LAW - OTHER,2018-09-24 12:49:00,2018,9,42.31748189,-71.06450704,30.7471359341938,34.53167613455158
2644,VAL - OPERATING AFTER REV/SUSP.,2018-09-24 12:49:00,2018,9,42.31748189,-71.06450704,31.000007454656803,34.34119183537528
2645,INVESTIGATE PERSON,2018-09-24 11:09:00,2018,9,42.26932098,-71.17204938,30.879825340248203,34.52980030515671
2646,INVESTIGATE PERSON,2018-09-23 21:18:00,2018,9,42.33401829,-71.07638124,31.505833230988287,34.712139367667284
2647,VIOL. OF RESTRAINING ORDER W NO ARREST,2018-09-24 12:59:00,2018,9,42.32809966,-71.06321676,30.928725733252847,34.50001654056696
2648,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-24 12:43:00,2018,9,,,31.072384081260058,34.71499502656183
2649,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-24 10:30:00,2018,9,42.26216909,-71.12185558,31.032848429537292,34.7336795916641
2650,VERBAL DISPUTE,2018-09-24 12:00:00,2018,9,42.28102797,-71.1412338,31.963115107342293,34.49519577809321
2651,LARCENY THEFT OF BICYCLE,2018-09-21 13:30:00,2018,9,42.35647423,-71.07229568,31.77611109473515,34.340414340433085
2652,FUGITIVE FROM JUSTICE,2018-09-24 12:50:00,2018,9,42.3626075,-71.06132725,30.819699477531294,34.432345962109984
2653,SICK/INJURED/MEDICAL - PERSON,2018-09-24 11:48:00,2018,9,42.36183857,-71.05976489,31.011666640016752,34.771381559548544
2654,LARCENY SHOPLIFTING,2018-09-24 12:28:00,2018,9,42.34862382,-71.08277637,31.597254150568535,34.418034818880976
2655,WARRANT ARREST,2018-09-24 12:28:00,2018,9,42.34862382,-71.08277637,31.185456879420542,34.99395432788298
2656,INVESTIGATE PERSON,2018-09-24 11:37:00,2018,9,42.28555413,-71.08245623,31.45749318468494,34.96853323082464
2657,INVESTIGATE PROPERTY,2018-09-24 10:36:00,2018,9,42.35213476,-71.06266757,31.561925235304624,34.633784611578406
2658,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,2018-09-24 10:05:00,2018,9,42.37663167,-71.05593196,31.66031927670502,34.67715794412371
2659,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-24 11:00:00,2018,9,42.31635508,-71.06593853,31.403656676941278,34.80824887105176
2660,FRAUD - IMPERSONATION,2018-09-24 09:00:00,2018,9,42.37736388,-71.05791376,30.667701060849005,34.348926959435914
2661,INVESTIGATE PERSON,2018-09-24 11:40:00,2018,9,42.33110748,-71.07357194,31.437870705384118,34.64701777899898
2662,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",2018-09-24 11:40:00,2018,9,42.33110748,-71.07357194,31.507628643731017,34.746033028390706
2663,"DRUGS - POSS CLASS A - HEROIN, ETC. ",2018-09-24 11:40:00,2018,9,42.33110748,-71.07357194,30.83257572809302,34.33028538264115
2664,WARRANT ARREST,2018-09-24 11:40:00,2018,9,42.33110748,-71.07357194,31.144457658703192,34.77085202893956
2665,VANDALISM,2018-09-24 11:40:00,2018,9,42.34110439,-71.07181421,31.155093732091544,34.94122798015532
2666,VIOL. OF RESTRAINING ORDER W NO ARREST,2018-09-24 11:40:00,2018,9,42.34110439,-71.07181421,31.797409530131787,34.79661222373234
2667,FRAUD - FALSE PRETENSE / SCHEME,2018-04-13 10:30:00,2018,4,42.25169332,-71.1319992,30.80129797097999,34.423907519950205
2668,SICK/INJURED/MEDICAL - POLICE,2018-09-23 13:53:00,2018,9,42.33795319,-71.0774931,31.063570978929178,34.61105234580048
2669,SERVICE TO OTHER PD INSIDE OF MA.,2018-09-24 12:02:00,2018,9,42.35170571,-71.11989956,31.57821882880709,34.47903581577865
2670,PROPERTY - LOST,2018-09-21 18:30:00,2018,9,42.34901954,-71.08130134,31.48310194332554,34.93061709746154
2671,PROPERTY - LOST,2018-09-03 12:02:00,2018,9,42.26978664,-71.10466422,30.668342391564327,34.453827360236915
2672,ASSAULT SIMPLE - BATTERY,2018-09-24 10:50:00,2018,9,42.29276044,-71.07486603,31.634742850540334,34.495784758073974
2673,FRAUD - FALSE PRETENSE / SCHEME,2018-09-24 10:50:00,2018,9,42.29276044,-71.07486603,31.714162401579717,34.53150989742513
2674,VANDALISM,2018-09-24 10:50:00,2018,9,42.29276044,-71.07486603,31.6141363762973,34.74098685000064
2675,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-24 11:11:00,2018,9,42.32743066,-71.05690362,31.393950479700276,34.77623646622292
2676,VANDALISM,2018-09-14 18:00:00,2018,9,42.31922045,-71.06783906,31.8886421196512,34.618654356780006
2677,VANDALISM,2018-09-20 12:00:00,2018,9,42.34158037,-71.09884555,30.853809864717686,34.374698426884535
2678,AUTO THEFT - MOTORCYCLE / SCOOTER,2018-09-24 02:00:00,2018,9,42.3320454,-71.08478299,31.5713072757512,34.588217772532
2679,INTIMIDATING WITNESS,2018-09-24 11:30:00,2018,9,42.3626075,-71.06132725,31.125911500018958,34.643715996218525
2680,SICK/INJURED/MEDICAL - POLICE,2018-09-24 09:50:00,2018,9,42.3422083,-71.14403911,31.479522527308472,34.912928841931574
